dia,valor_total_dia,valor_total_semana,valor_total_mes,media_valor_dia,media_valor_semana,media_valor_mes,mediana_valor_dia,mediana_valor_semana,mediana_valor_mes,desvio_padrao_dia,desvio_padrao_semana,desvio_padrao_mes,total_transacoes_dia,total_transacoes_semana,total_transacoes_mes
2021-01-23,4052201.67,30481368.08,119080707.97,50027.18111111111,51620.920454763764,51513.88277427067,43374.77,50909.87,50340.582500000004,27451.08170554778,567.989290330123,449.2269542958833,81,590,2317
2021-01-24,5137905.99,30481368.08,119080707.97,54083.22094736843,51620.920454763764,51513.88277427067,56055.1,50909.87,50340.582500000004,28325.133627577346,567.989290330123,449.2269542958833,95,590,2317
2021-01-25,4220817.47,29160805.0,119080707.97,50247.82702380952,50996.29218312667,51513.88277427067,54473.155,49771.295,50340.582500000004,27056.80705116604,1467.2775980033512,449.2269542958833,84,572,2317
2021-01-26,3317370.7600000002,29160805.0,119080707.97,51833.918125000004,50996.29218312667,51513.88277427067,57298.354999999996,49771.295,50340.582500000004,28295.984712159676,1467.2775980033512,449.2269542958833,64,572,2317
2021-01-27,4024520.32,29160805.0,119080707.97,49685.43604938271,50996.29218312667,51513.88277427067,47619.8,49771.295,50340.582500000004,25702.559922685356,1467.2775980033512,449.2269542958833,81,572,2317
2021-01-28,4008592.62,29160805.0,119080707.97,50107.40775,50996.29218312667,51513.88277427067,45346.47,49771.295,50340.582500000004,29442.645945309425,1467.2775980033512,449.2269542958833,80,572,2317
2021-01-29,4465727.05,29160805.0,119080707.97,50746.89829545454,50996.29218312667,51513.88277427067,49098.19,49771.295,50340.582500000004,29804.24633386132,1467.2775980033512,449.2269542958833,88,572,2317
2021-01-30,4395851.16,29160805.0,119080707.97,52962.0621686747,50996.29218312667,51513.88277427067,53367.93,49771.295,50340.582500000004,27321.226012998686,1467.2775980033512,449.2269542958833,83,572,2317
2021-01-31,4727925.62,29160805.0,119080707.97,51390.49586956522,50996.29218312667,51513.88277427067,49771.295,49771.295,50340.582500000004,26919.2131103016,1467.2775980033512,449.2269542958833,92,572,2317
2021-02-01,4383814.55,31246711.37,123140457.56,60886.31319444444,52194.22868079658,51914.29604462579,69928.28,48695.369999999995,52284.3175,28797.121284601424,2054.1762946939025,388.70759354686624,72,601,2372
2021-02-02,4365332.59,31246711.37,123140457.56,49048.68078651685,52194.22868079658,51914.29604462579,48020.2,48695.369999999995,52284.3175,22958.595141746686,2054.1762946939025,388.70759354686624,89,601,2372
2021-02-03,4576653.84,31246711.37,123140457.56,50292.899340659336,52194.22868079658,51914.29604462579,49442.27,48695.369999999995,52284.3175,28573.374681851034,2054.1762946939025,388.70759354686624,91,601,2372
2021-02-04,4327072.28,31246711.37,123140457.56,53420.64543209877,52194.22868079658,51914.29604462579,52903.7,48695.369999999995,52284.3175,28800.53850300676,2054.1762946939025,388.70759354686624,81,601,2372
2021-02-05,4715270.17,31246711.37,123140457.56,51252.93663043478,52194.22868079658,51914.29604462579,47237.134999999995,48695.369999999995,52284.3175,27839.988934823225,2054.1762946939025,388.70759354686624,92,601,2372
2021-02-06,5021179.66,31246711.37,123140457.56,53416.80489361702,52194.22868079658,51914.29604462579,48572.955,48695.369999999995,52284.3175,27741.29488330037,2054.1762946939025,388.70759354686624,94,601,2372
2021-02-07,3857388.2800000003,31246711.37,123140457.56,47041.32048780488,52194.22868079658,51914.29604462579,48695.369999999995,48695.369999999995,52284.3175,27358.03463899805,2054.1762946939025,388.70759354686624,82,601,2372
2021-02-08,4165545.72,29770568.05,123140457.56,50799.33804878049,52049.980853622714,51914.29604462579,47808.66,52807.604999999996,52284.3175,27439.39676881712,1355.0434973483123,388.70759354686624,82,571,2372
2021-02-09,5200548.95,29770568.05,123140457.56,52005.4895,52049.980853622714,51914.29604462579,52807.604999999996,52807.604999999996,52284.3175,28357.27437278549,1355.0434973483123,388.70759354686624,100,571,2372
2021-02-10,3586623.79,29770568.05,123140457.56,47821.65053333333,52049.980853622714,51914.29604462579,50641.14,52807.604999999996,52284.3175,26403.707318586847,1355.0434973483123,388.70759354686624,75,571,2372
2021-02-11,4232135.25,29770568.05,123140457.56,52248.583333333336,52049.980853622714,51914.29604462579,51377.3,52807.604999999996,52284.3175,28828.973863440275,1355.0434973483123,388.70759354686624,81,571,2372
2021-02-12,3927343.87,29770568.05,123140457.56,53799.23109589041,52049.980853622714,51914.29604462579,53351.25,52807.604999999996,52284.3175,30136.28554347444,1355.0434973483123,388.70759354686624,73,571,2372
2021-02-13,3699037.34,29770568.05,123140457.56,50671.74438356164,52049.980853622714,51914.29604462579,53456.95,52807.604999999996,52284.3175,29012.178949300232,1355.0434973483123,388.70759354686624,73,571,2372
2021-02-14,4959333.13,29770568.05,123140457.56,57003.82908045977,52049.980853622714,51914.29604462579,58605.64,52807.604999999996,52284.3175,26640.91012333281,1355.0434973483123,388.70759354686624,87,571,2372
2021-02-15,4043278.64,30328919.29,123140457.56,48714.20048192771,50411.597935253754,51914.29604462579,46181.31,51761.03,52284.3175,28536.41542287934,1291.4403344794582,388.70759354686624,83,601,2372
2021-02-16,3804157.16,30328919.29,123140457.56,48153.888101265824,50411.597935253754,51914.29604462579,47155.36,51761.03,52284.3175,28192.60865373569,1291.4403344794582,388.70759354686624,79,601,2372
2021-02-17,4534534.7299999995,30328919.29,123140457.56,52727.14802325581,50411.597935253754,51914.29604462579,53220.83,51761.03,52284.3175,26331.73867653259,1291.4403344794582,388.70759354686624,86,601,2372
2021-02-18,3949996.73,30328919.29,123140457.56,45402.261264367815,50411.597935253754,51914.29604462579,42298.42,51761.03,52284.3175,27294.728684464593,1291.4403344794582,388.70759354686624,87,601,2372
2021-02-19,4566326.35,30328919.29,123140457.56,52486.509770114935,50411.597935253754,51914.29604462579,51761.03,51761.03,52284.3175,29076.870381856617,1291.4403344794582,388.70759354686624,87,601,2372
2021-02-20,4722112.07,30328919.29,123140457.56,51891.34142857143,50411.597935253754,51914.29604462579,54054.81,51761.03,52284.3175,29228.541312237197,1291.4403344794582,388.70759354686624,91,601,2372
2021-02-21,4708513.61,30328919.29,123140457.56,53505.83647727273,50411.597935253754,51914.29604462579,54582.7,51761.03,52284.3175,30217.19454240879,1291.4403344794582,388.70759354686624,88,601,2372
2021-02-22,3543291.93,31794258.85,123140457.56,49212.38791666667,53001.376708830125,51914.29604462579,43260.43,53046.32,52284.3175,30365.851075529692,1922.941738216336,388.70759354686624,72,599,2372
2021-02-23,4938811.42,31794258.85,123140457.56,53682.732826086954,53001.376708830125,51914.29604462579,55535.42,53046.32,52284.3175,27466.680659894304,1922.941738216336,388.70759354686624,92,599,2372
2021-02-24,4261767.37,31794258.85,123140457.56,53946.42240506329,53001.376708830125,51914.29604462579,53046.32,53046.32,52284.3175,25923.434334341604,1922.941738216336,388.70759354686624,79,599,2372
2021-02-25,4466162.92,31794258.85,123140457.56,53168.60619047619,53001.376708830125,51914.29604462579,53519.740000000005,53046.32,52284.3175,24323.272894348607,1922.941738216336,388.70759354686624,84,599,2372
2021-02-26,5010008.33,31794258.85,123140457.56,56931.91284090909,53001.376708830125,51914.29604462579,55898.89,53046.32,52284.3175,27484.094738290394,1922.941738216336,388.70759354686624,88,599,2372
2021-02-27,4993371.31,31794258.85,123140457.56,54275.77510869565,53001.376708830125,51914.29604462579,52444.785,53046.32,52284.3175,27406.787233233663,1922.941738216336,388.70759354686624,92,599,2372
2021-02-28,4580845.57,31794258.85,123140457.56,49791.79967391305,53001.376708830125,51914.29604462579,49410.229999999996,53046.32,52284.3175,28716.710450466093,1922.941738216336,388.70759354686624,92,599,2372
2021-03-01,3938554.42,27932423.75,148125616.91,52514.058933333334,49236.144062602354,51207.34602691948,52316.37,51882.78,50054.16,28353.601540079173,1065.2966419595907,192.95440306030997,75,564,2891
2021-03-02,2833444.21,27932423.75,148125616.91,41064.40884057971,49236.144062602354,51207.34602691948,34308.5,51882.78,50054.16,28400.60683003759,1065.2966419595907,192.95440306030997,69,564,2891
2021-03-03,4596911.39,27932423.75,148125616.91,51650.689775280895,49236.144062602354,51207.34602691948,52473.42,51882.78,50054.16,26397.730630010483,1065.2966419595907,192.95440306030997,89,564,2891
2021-03-04,3552442.93,27932423.75,148125616.91,46135.62246753247,49236.144062602354,51207.34602691948,43506.01,51882.78,50054.16,25756.11563289924,1065.2966419595907,192.95440306030997,77,564,2891
2021-03-05,3900015.3,27932423.75,148125616.91,49367.28227848101,49236.144062602354,51207.34602691948,50906.47,51882.78,50054.16,27961.043985554352,1065.2966419595907,192.95440306030997,79,564,2891
2021-03-06,5221447.64,27932423.75,148125616.91,52741.89535353535,49236.144062602354,51207.34602691948,52091.05,51882.78,50054.16,26659.06603533457,1065.2966419595907,192.95440306030997,99,564,2891
2021-03-07,3889607.86,27932423.75,148125616.91,51179.05078947368,49236.144062602354,51207.34602691948,51882.78,51882.78,50054.16,26526.430292761397,1065.2966419595907,192.95440306030997,76,564,2891
2021-03-08,5136219.53,32704416.130000003,148125616.91,57710.33179775281,51799.93258622157,51207.34602691948,59196.68,47859.38,50054.16,29412.751981126647,1360.8389673460636,192.95440306030997,89,629,2891
2021-03-09,4868673.84,32704416.130000003,148125616.91,51249.19831578947,51799.93258622157,51207.34602691948,47859.38,47859.38,50054.16,29480.68578750716,1360.8389673460636,192.95440306030997,95,629,2891
2021-03-10,4058642.92,32704416.130000003,148125616.91,48899.31228915662,51799.93258622157,51207.34602691948,41906.76,47859.38,50054.16,26910.473190405937,1360.8389673460636,192.95440306030997,83,629,2891
2021-03-11,4124673.31,32704416.130000003,148125616.91,47961.31755813953,51799.93258622157,51207.34602691948,44800.165,47859.38,50054.16,26693.409624402317,1360.8389673460636,192.95440306030997,86,629,2891
2021-03-12,5026103.4,32704416.130000003,148125616.91,52355.24375,51799.93258622157,51207.34602691948,56929.880000000005,47859.38,50054.16,28605.995750959268,1360.8389673460636,192.95440306030997,96,629,2891
2021-03-13,3718587.19,32704416.130000003,148125616.91,48928.778815789476,51799.93258622157,51207.34602691948,46429.65,47859.38,50054.16,26333.85452640551,1360.8389673460636,192.95440306030997,76,629,2891
2021-03-14,5771515.94,32704416.130000003,148125616.91,55495.34557692308,51799.93258622157,51207.34602691948,59973.020000000004,47859.38,50054.16,26859.937898687505,1360.8389673460636,192.95440306030997,104,629,2891
2021-03-15,4193253.66,27923306.65,148125616.91,47650.60977272727,50501.32183858653,51207.34602691948,43595.604999999996,49309.57,50054.16,27219.324552605434,1307.9014807740375,192.95440306030997,88,553,2891
2021-03-16,3700237.92,27923306.65,148125616.91,48055.03792207792,50501.32183858653,51207.34602691948,45215.13,49309.57,50054.16,29268.12212239441,1307.9014807740375,192.95440306030997,77,553,2891
2021-03-17,3953435.27,27923306.65,148125616.91,50685.06756410257,50501.32183858653,51207.34602691948,49309.57,49309.57,50054.16,27059.239941136133,1307.9014807740375,192.95440306030997,78,553,2891
2021-03-18,3615061.15,27923306.65,148125616.91,52392.19057971014,50501.32183858653,51207.34602691948,48880.98,49309.57,50054.16,27424.15836914073,1307.9014807740375,192.95440306030997,69,553,2891
2021-03-19,5069192.61,27923306.65,148125616.91,52804.0896875,50501.32183858653,51207.34602691948,54519.56,49309.57,50054.16,27749.135905243253,1307.9014807740375,192.95440306030997,96,553,2891
2021-03-20,3470309.72,27923306.65,148125616.91,48198.74611111111,50501.32183858653,51207.34602691948,49341.885,49309.57,50054.16,30463.66507396004,1307.9014807740375,192.95440306030997,72,553,2891
2021-03-21,3921816.32,27923306.65,148125616.91,53723.51123287671,50501.32183858653,51207.34602691948,52085.02,49309.57,50054.16,27155.444263405694,1307.9014807740375,192.95440306030997,73,553,2891
2021-03-22,3933108.45,28927437.33,148125616.91,55395.89366197184,53516.24100245652,51207.34602691948,59102.34,59102.34,50054.16,27540.703279969886,1495.216653604045,192.95440306030997,71,544,2891
2021-03-23,4320864.0,28927437.33,148125616.91,44544.989690721646,53516.24100245652,51207.34602691948,37793.6,59102.34,50054.16,28019.202918885694,1495.216653604045,192.95440306030997,97,544,2891
2021-03-24,4009252.49,28927437.33,148125616.91,52068.21415584416,53516.24100245652,51207.34602691948,49169.68,59102.34,50054.16,30067.378046500668,1495.216653604045,192.95440306030997,77,544,2891
2021-03-25,4374681.08,28927437.33,148125616.91,54683.5135,53516.24100245652,51207.34602691948,59480.69,59102.34,50054.16,28741.498420931985,1495.216653604045,192.95440306030997,80,544,2891
2021-03-26,3530412.5,28927437.33,148125616.91,53491.09848484849,53516.24100245652,51207.34602691948,57589.96,59102.34,50054.16,28262.426206947155,1495.216653604045,192.95440306030997,66,544,2891
2021-03-27,3592351.39,28927437.33,148125616.91,57021.450634920635,53516.24100245652,51207.34602691948,59441.57,59102.34,50054.16,27870.252708270764,1495.216653604045,192.95440306030997,63,544,2891
2021-03-28,5166767.42,28927437.33,148125616.91,57408.52688888889,53516.24100245652,51207.34602691948,59731.44,59102.34,50054.16,25116.602641715606,1495.216653604045,192.95440306030997,90,544,2891
2021-03-29,4462431.13,30638033.05,148125616.91,52499.18976470588,50983.090644730415,51207.34602691948,52041.38,50054.16,50054.16,26753.190439087954,1562.706590085637,192.95440306030997,85,601,2891
2021-03-30,4414169.49,30638033.05,148125616.91,50737.58034482759,50983.090644730415,51207.34602691948,52468.09,50054.16,50054.16,28571.119708131126,1562.706590085637,192.95440306030997,87,601,2891
2021-03-31,4632111.82,30638033.05,148125616.91,50349.041521739135,50983.090644730415,51207.34602691948,48872.06,50054.16,50054.16,29834.98558767645,1562.706590085637,192.95440306030997,92,601,2891
2021-04-01,4460832.6,30638033.05,148125616.91,50691.27954545454,50983.090644730415,51207.34602691948,50054.16,50054.16,50054.16,31028.774423455998,1562.706590085637,192.95440306030997,88,601,2891
2021-04-02,3753365.22,30638033.05,148125616.91,51415.96191780822,50983.090644730415,51207.34602691948,51034.52,50054.16,50054.16,28299.477496728803,1562.706590085637,192.95440306030997,73,601,2891
2021-04-03,4111946.84,30638033.05,148125616.91,49541.52819277108,50983.090644730415,51207.34602691948,46919.68,50054.16,50054.16,27675.156871839186,1562.706590085637,192.95440306030997,83,601,2891
2021-04-04,4803175.95,30638033.05,148125616.91,51647.053225806456,50983.090644730415,51207.34602691948,49095.3,50054.16,50054.16,30540.68819372939,1562.706590085637,192.95440306030997,93,601,2891
2021-04-05,3511582.92,29045468.88,116633758.00999999,51640.925294117646,53040.730958947395,51306.014838536474,55593.825,55593.825,48117.205,29353.484144372127,890.8431926029763,389.56237591882945,68,545,2269
2021-04-06,4622255.92,29045468.88,116633758.00999999,53747.161860465116,53040.730958947395,51306.014838536474,58354.83,55593.825,48117.205,29526.08504831289,890.8431926029763,389.56237591882945,86,545,2269
2021-04-07,4969738.84,29045468.88,116633758.00999999,57123.43494252874,53040.730958947395,51306.014838536474,59403.79,55593.825,48117.205,29308.072318479237,890.8431926029763,389.56237591882945,87,545,2269
2021-04-08,4461468.85,29045468.88,116633758.00999999,55079.86234567901,53040.730958947395,51306.014838536474,56172.72,55593.825,48117.205,27797.08261060355,890.8431926029763,389.56237591882945,81,545,2269
2021-04-09,4768047.76,29045468.88,116633758.00999999,52978.30844444444,53040.730958947395,51306.014838536474,54100.24,55593.825,48117.205,30279.962668449032,890.8431926029763,389.56237591882945,90,545,2269
2021-04-10,3673028.89,29045468.88,116633758.00999999,52471.84128571429,53040.730958947395,51306.014838536474,54932.985,55593.825,48117.205,28654.128154893657,890.8431926029763,389.56237591882945,70,545,2269
2021-04-11,3039345.7,29045468.88,116633758.00999999,48243.582539682546,53040.730958947395,51306.014838536474,45920.51,55593.825,48117.205,27969.55215980106,890.8431926029763,389.56237591882945,63,545,2269
2021-04-12,4737053.26,29771507.09,116633758.00999999,48835.6006185567,49817.36401425322,51306.014838536474,44453.23,46524.36,48117.205,27404.72278813354,1650.970818264041,389.56237591882945,97,595,2269
2021-04-13,4557305.56,29771507.09,116633758.00999999,52382.822528735625,49817.36401425322,51306.014838536474,51570.12,46524.36,48117.205,30770.54586551706,1650.970818264041,389.56237591882945,87,595,2269
2021-04-14,4209901.71,29771507.09,116633758.00999999,48389.674827586205,49817.36401425322,51306.014838536474,47792.24,46524.36,48117.205,27459.90957379659,1650.970818264041,389.56237591882945,87,595,2269
2021-04-15,3020868.23,29771507.09,116633758.00999999,48723.68112903226,49817.36401425322,51306.014838536474,46524.36,46524.36,48117.205,25318.939281791532,1650.970818264041,389.56237591882945,62,595,2269
2021-04-16,3826245.7399999998,29771507.09,116633758.00999999,48433.490379746836,49817.36401425322,51306.014838536474,44697.21,46524.36,48117.205,28034.25969829373,1650.970818264041,389.56237591882945,79,595,2269
2021-04-17,5680840.17,29771507.09,116633758.00999999,54623.463173076925,49817.36401425322,51306.014838536474,54117.83,46524.36,48117.205,27618.014292274183,1650.970818264041,389.56237591882945,104,595,2269
2021-04-18,3739292.42,29771507.09,116633758.00999999,47332.81544303797,49817.36401425322,51306.014838536474,45937.66,46524.36,48117.205,28859.013854119272,1650.970818264041,389.56237591882945,79,595,2269
2021-04-19,3467623.77,29879287.82,116633758.00999999,45626.62855263158,51090.60486256633,51306.014838536474,41817.16,45018.555,48117.205,27333.641206036424,1110.2134338474723,389.56237591882945,76,585,2269
2021-04-20,4020053.64,29879287.82,116633758.00999999,53600.7152,51090.60486256633,51306.014838536474,55649.71,45018.555,48117.205,29758.54871176555,1110.2134338474723,389.56237591882945,75,585,2269
2021-04-21,4598704.08,29879287.82,116633758.00999999,53473.30325581395,51090.60486256633,51306.014838536474,54610.56,45018.555,48117.205,26920.00649073204,1110.2134338474723,389.56237591882945,86,585,2269
2021-04-22,3996577.61,29879287.82,116633758.00999999,48738.751341463416,51090.60486256633,51306.014838536474,42869.384999999995,45018.555,48117.205,27902.79437343095,1110.2134338474723,389.56237591882945,82,585,2269
2021-04-23,5145208.65,29879287.82,116633758.00999999,52502.12908163266,51090.60486256633,51306.014838536474,45018.555,45018.555,48117.205,28059.87890135841,1110.2134338474723,389.56237591882945,98,585,2269
2021-04-24,3471049.11,29879287.82,116633758.00999999,53400.75553846153,51090.60486256633,51306.014838536474,53659.1,45018.555,48117.205,28203.782751178856,1110.2134338474723,389.56237591882945,65,585,2269
2021-04-25,5180070.96,29879287.82,116633758.00999999,50291.95106796116,51090.60486256633,51306.014838536474,44234.31,45018.555,48117.205,29785.860572812187,1110.2134338474723,389.56237591882945,103,585,2269
2021-04-26,4441212.87,27937494.22,116633758.00999999,52249.56317647059,51275.35951837896,51306.014838536474,56937.46,49710.05,48117.205,27916.197685637133,771.3759936696636,389.56237591882945,85,544,2269
2021-04-27,3783117.5300000003,27937494.22,116633758.00999999,50441.56706666667,51275.35951837896,51306.014838536474,46711.49,49710.05,48117.205,26934.284504134237,771.3759936696636,389.56237591882945,75,544,2269
2021-04-28,3388705.35,27937494.22,116633758.00999999,49111.671739130434,51275.35951837896,51306.014838536474,49710.05,49710.05,48117.205,29216.82130808476,771.3759936696636,389.56237591882945,69,544,2269
2021-04-29,4308630.99,27937494.22,116633758.00999999,55238.858846153846,51275.35951837896,51306.014838536474,57253.015,49710.05,48117.205,27729.04415594848,771.3759936696636,389.56237591882945,78,544,2269
2021-04-30,4124787.95,27937494.22,116633758.00999999,50302.292073170735,51275.35951837896,51306.014838536474,49274.05499999999,49710.05,48117.205,28837.61369829113,771.3759936696636,389.56237591882945,82,544,2269
2021-05-01,3564993.68,27937494.22,116633758.00999999,48175.59027027027,51275.35951837896,51306.014838536474,47853.875,49710.05,48117.205,28003.519165559977,771.3759936696636,389.56237591882945,74,544,2269
2021-05-02,4326045.85,27937494.22,116633758.00999999,53407.97345679012,51275.35951837896,51306.014838536474,54629.18,49710.05,48117.205,28634.73866610075,771.3759936696636,389.56237591882945,81,544,2269
2021-05-03,4123104.89,30221005.06,153078029.17,49675.96253012049,50912.761591263756,52129.83229823677,48104.92,49162.71,50470.25,28355.27256444217,920.6611941007907,352.56974506536613,83,591,2937
2021-05-04,3465895.06,30221005.06,153078029.17,50230.3631884058,50912.761591263756,52129.83229823677,49162.71,49162.71,50470.25,28299.475428010115,920.6611941007907,352.56974506536613,69,591,2937
2021-05-05,5453839.05,30221005.06,153078029.17,55651.41887755102,50912.761591263756,52129.83229823677,55253.825,49162.71,50470.25,26568.857226991906,920.6611941007907,352.56974506536613,98,591,2937
2021-05-06,4880474.57,30221005.06,153078029.17,52478.2211827957,50912.761591263756,52129.83229823677,51140.51,49162.71,50470.25,29336.63943061604,920.6611941007907,352.56974506536613,93,591,2937
2021-05-07,5002760.31,30221005.06,153078029.17,51048.57459183673,50912.761591263756,52129.83229823677,52642.915,49162.71,50470.25,27446.872728695496,920.6611941007907,352.56974506536613,98,591,2937
2021-05-08,3586313.1999999997,30221005.06,153078029.17,47188.33157894736,50912.761591263756,52129.83229823677,46535.345,49162.71,50470.25,28071.955176596635,920.6611941007907,352.56974506536613,76,591,2937
2021-05-09,3708617.98,30221005.06,153078029.17,50116.45918918919,50912.761591263756,52129.83229823677,48517.165,49162.71,50470.25,28932.831555138368,920.6611941007907,352.56974506536613,74,591,2937
2021-05-10,4697555.1,29307907.47,153078029.17,48932.865625,52293.640241864254,52129.83229823677,46438.57000000001,50470.25,50470.25,28747.327419857054,1175.7033529053704,352.56974506536613,96,563,2937
2021-05-11,4178154.17,29307907.47,153078029.17,50953.09963414634,52293.640241864254,52129.83229823677,50470.25,50470.25,50470.25,27594.080944336525,1175.7033529053704,352.56974506536613,82,563,2937
2021-05-12,4286248.61,29307907.47,153078029.17,54256.31151898734,52293.640241864254,52129.83229823677,57239.64,50470.25,50470.25,27599.814843770844,1175.7033529053704,352.56974506536613,79,563,2937
2021-05-13,4099478.06,29307907.47,153078029.17,51892.12734177215,52293.640241864254,52129.83229823677,49933.54,50470.25,50470.25,27599.0666744739,1175.7033529053704,352.56974506536613,79,563,2937
2021-05-14,4163263.15,29307907.47,153078029.17,57031.00205479452,52293.640241864254,52129.83229823677,59868.46,50470.25,50470.25,26816.47864527824,1175.7033529053704,352.56974506536613,73,563,2937
2021-05-15,4188263.1,29307907.47,153078029.17,57373.46712328767,52293.640241864254,52129.83229823677,64042.84,50470.25,50470.25,30437.788621678603,1175.7033529053704,352.56974506536613,73,563,2937
2021-05-16,3694945.28,29307907.47,153078029.17,45616.608395061725,52293.640241864254,52129.83229823677,40742.7,50470.25,50470.25,28018.167623830454,1175.7033529053704,352.56974506536613,81,563,2937
2021-05-17,3881314.1,32308604.53,153078029.17,51069.92236842105,51805.02239213548,52129.83229823677,48881.235,49791.33,50470.25,28267.053561518944,434.65792593446275,352.56974506536613,76,623,2937
2021-05-18,5379410.28,32308604.53,153078029.17,55457.83793814433,51805.02239213548,52129.83229823677,53881.86,49791.33,50470.25,28826.87074830664,434.65792593446275,352.56974506536613,97,623,2937
2021-05-19,4092196.74,32308604.53,153078029.17,47583.68302325581,51805.02239213548,52129.83229823677,42692.895000000004,49791.33,50470.25,28279.420021008547,434.65792593446275,352.56974506536613,86,623,2937
2021-05-20,5093947.95,32308604.53,153078029.17,53620.50473684211,51805.02239213548,52129.83229823677,51360.2,49791.33,50470.25,28350.382951899897,434.65792593446275,352.56974506536613,95,623,2937
